LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
es,crud.create.success,{{model}} created successfully.,_model}} created successfully.,_model_var_ created successfully.,_model_var_ creado con éxito.,_model}} creado con éxito.,{{model}} creado con éxito.,{{model}} creado con éxito.,"'crud.create.success':'{{model}} creado con éxito.',",
es,crud.default_value,Default: {{value}},Default: _value}},Default: _value_var_,Por defecto: _value_var_,Por defecto: _value}},Por defecto: {{value}},Por defecto: {{value}},"'crud.default_value':'Por defecto: {{value}}',",
es,crud.delete.button,Delete,Delete,Delete,Borrar,Borrar,Borrar,Borrar,"'crud.delete.button':'Borrar',",
es,crud.delete.confirm,Are you sure you want to delete this {{module}}?,Are you sure you want to delete this _module}}?,Are you sure you want to delete this _module_var_?,¿Está seguro de que desea eliminar este _module_var_?,¿Está seguro de que desea eliminar este _module}}?,¿Está seguro de que desea eliminar este {{module}}?,¿Está seguro de que desea eliminar este {{module}}?,"'crud.delete.confirm':'¿Está seguro de que desea eliminar este {{module}}?',",
es,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,Error al eliminar _model_var_.,Error al eliminar _model}}.,Error al eliminar {{model}}.,Error al eliminar {{model}}.,"'crud.delete.error':'Error al eliminar {{model}}.',",
es,crud.delete.title,Delete Record,Delete Record,Delete Record,eliminar registro,eliminar registro,eliminar registro,eliminar registro,"'crud.delete.title':'eliminar registro',",
es,crud.discard_changes,Unsaved Changes,Unsaved Changes,Unsaved Changes,Los cambios no guardados,Los cambios no guardados,Los cambios no guardados,Los cambios no guardados,"'crud.discard_changes':'Los cambios no guardados',",
es,crud.discard_changes_confirm,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,Se perderán todos los cambios no guardados. Estás seguro de que quieres continuar?,Se perderán todos los cambios no guardados. Estás seguro de que quieres continuar?,Se perderán todos los cambios no guardados. Estás seguro de que quieres continuar?,Se perderán todos los cambios no guardados. Estás seguro de que quieres continuar?,"'crud.discard_changes_confirm':'Se perderán todos los cambios no guardados. Estás seguro de que quieres continuar?',",
es,crud.duplicate.button,Duplicate,Duplicate,Duplicate,Duplicar,Duplicar,Duplicar,Duplicar,"'crud.duplicate.button':'Duplicar',",
es,crud.inherited_from,Inherited from: {{from}},Inherited from: _from}},Inherited from: _from_var_,Heredado de: _from_var_,Heredado de: _from}},Heredado de: {{from}},Heredado de: {{from}},"'crud.inherited_from':'Heredado de: {{from}}',",
es,crud.no,No,No,No,No,No,No,No,"'crud.no':'No',",
es,crud.print.button,Print,Print,Print,Impresión,Impresión,Impresión,Impresión,"'crud.print.button':'Impresión',",
es,crud.restore.button,Restore,Restore,Restore,Restaurar,Restaurar,Restaurar,Restaurar,"'crud.restore.button':'Restaurar',",
es,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,Error en la restauración _model_var_,Error en la restauración _model}},Error en la restauración {{model}},Error en la restauración {{model}},"'crud.restore.error':'Error en la restauración {{model}}',",
es,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,_model_var_ restaurado con éxito.,_model}} restaurado con éxito.,{{model}} restaurado con éxito.,{{model}} restaurado con éxito.,"'crud.restore.success':'{{model}} restaurado con éxito.',",
es,crud.save_only.button,Save,Save,Save,Salvar,Salvar,Salvar,Salvar,"'crud.save_only.button':'Salvar',",
es,crud.save_progress,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,Actualmente tienes los cambios no guardados. ¿Le gustaría guardar su progreso?,Actualmente tienes los cambios no guardados. ¿Le gustaría guardar su progreso?,Actualmente tienes los cambios no guardados. ¿Le gustaría guardar su progreso?,Actualmente tienes los cambios no guardados. ¿Le gustaría guardar su progreso?,"'crud.save_progress':'Actualmente tienes los cambios no guardados. ¿Le gustaría guardar su progreso?',",
es,crud.save.button,Save and Close,Save and Close,Save and Close,Guardar y cerrar,Guardar y cerrar,Guardar y cerrar,Guardar y cerrar,"'crud.save.button':'Guardar y cerrar',",
es,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,_model_var_ ahorro de error.,_model}} ahorro de error.,{{model}} ahorro de error.,{{model}} ahorro de error.,"'crud.save.error':'{{model}} ahorro de error.',",
es,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,_model_var_ guardado correctamente.,_model}} guardado correctamente.,{{model}} guardado correctamente.,{{model}} guardado correctamente.,"'crud.save.success':'{{model}} guardado correctamente.',",
es,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,Editar _model_var_,Editar _model}},Editar {{model}},Editar {{model}},"'crud.titles.edit':'Editar {{model}}',",
es,crud.titles.new,New {{model}},New _model}},New _model_var_,nueva _model_var_,nueva _model}},nueva {{model}},nueva {{model}},"'crud.titles.new':'nueva {{model}}',",
es,crud.update.button,Update,Update,Update,Actualizar,Actualizar,Actualizar,Actualizar,"'crud.update.button':'Actualizar',",
es,crud.yes,Yes,Yes,Yes,Sí,Sí,Sí,Sí,"'crud.yes':'Sí',",
es,dashboard.welcome,Welcome,Welcome,Welcome,Bienvenido,Bienvenido,Bienvenido,Bienvenido,"'dashboard.welcome':'Bienvenido',",
es,dt.link.submit,Submit,Submit,Submit,Enviar,Enviar,Enviar,Enviar,"'dt.link.submit':'Enviar',",
es,dt.new,New,New,New,Nuevo,Nuevo,Nuevo,Nuevo,"'dt.new':'Nuevo',",
es,dt.placeholder_submit,Leave blank if Submit,Leave blank if Submit,Leave blank if Submit,Dejar en blanco si Presentar,Dejar en blanco si Presentar,Dejar en blanco si Presentar,Dejar en blanco si Presentar,"'dt.placeholder_submit':'Dejar en blanco si Presentar',",
es,dt.start,Start,Start,Start,comienzo,comienzo,comienzo,comienzo,"'dt.start':'comienzo',",
es,dt.ticket.launch,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Lanzamiento de árbol de decisión de entradas,Lanzamiento de árbol de decisión de entradas,Lanzamiento de árbol de decisión de entradas,Lanzamiento de árbol de decisión de entradas,"'dt.ticket.launch':'Lanzamiento de árbol de decisión de entradas',",
es,errors.automation.assignee,Please select an Assignee,Please select an Assignee,Please select an Assignee,Por favor seleccione un cesionario,Por favor seleccione un cesionario,Por favor seleccione un cesionario,Por favor seleccione un cesionario,"'errors.automation.assignee':'Por favor seleccione un cesionario',",
es,errors.automation.description.min_max,Description must be at least 5 charachters long,Description must be at least 5 charachters long,Description must be at least 5 charachters long,La descripción debe tener al menos 5 charachters larga,La descripción debe tener al menos 5 charachters larga,La descripción debe tener al menos 5 charachters larga,La descripción debe tener al menos 5 charachters larga,"'errors.automation.description.min_max':'La descripción debe tener al menos 5 charachters larga',",
es,errors.automation.pf.criteria.length,Must have at least one criteria,Must have at least one criteria,Must have at least one criteria,Debe tener al menos un criterio de,Debe tener al menos un criterio de,Debe tener al menos un criterio de,Debe tener al menos un criterio de,"'errors.automation.pf.criteria.length':'Debe tener al menos un criterio de',",
es,errors.automation.pf.length,Please add at least one filter,Please add at least one filter,Please add at least one filter,Por favor añada al menos un filtro,Por favor añada al menos un filtro,Por favor añada al menos un filtro,Por favor añada al menos un filtro,"'errors.automation.pf.length':'Por favor añada al menos un filtro',",
es,errors.dtd.description,Description must be provided,Description must be provided,Description must be provided,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,"'errors.dtd.description':'La descripción tiene que ser proporcionada',",
es,errors.dtd.key,Key must be provided,Key must be provided,Key must be provided,Clave debe proporcionarse,Clave debe proporcionarse,Clave debe proporcionarse,Clave debe proporcionarse,"'errors.dtd.key':'Clave debe proporcionarse',",
es,errors.dtd.key.length,Key must less than 12 characters,Key must less than 12 characters,Key must less than 12 characters,deberá teclear menos de 12 caracteres,deberá teclear menos de 12 caracteres,deberá teclear menos de 12 caracteres,deberá teclear menos de 12 caracteres,"'errors.dtd.key.length':'deberá teclear menos de 12 caracteres',",
es,errors.link.text,Text must be provided,Text must be provided,Text must be provided,El texto debe ser proporcionada,El texto debe ser proporcionada,El texto debe ser proporcionada,El texto debe ser proporcionada,"'errors.link.text':'El texto debe ser proporcionada',",
es,errors.location.location_level,Location Level must be provided. ,Location Level must be provided. ,Location Level must be provided. ,Localización El nivel debe ser proporcionada.,Localización El nivel debe ser proporcionada.,Localización El nivel debe ser proporcionada.,Localización El nivel debe ser proporcionada.,"'errors.location.location_level':'Localización El nivel debe ser proporcionada.',",
es,errors.location.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,El nombre debe ser proporcionada.,El nombre debe ser proporcionada.,El nombre debe ser proporcionada.,El nombre debe ser proporcionada.,"'errors.location.name':'El nombre debe ser proporcionada.',",
es,errors.location.number,Number must be provided. ,Number must be provided. ,Number must be provided. ,El número debe ser proporcionada.,El número debe ser proporcionada.,El número debe ser proporcionada.,El número debe ser proporcionada.,"'errors.location.number':'El número debe ser proporcionada.',",
es,errors.location.status,Status must be provided. ,Status must be provided. ,Status must be provided. ,El estado debe ser proporcionada.,El estado debe ser proporcionada.,El estado debe ser proporcionada.,El estado debe ser proporcionada.,"'errors.location.status':'El estado debe ser proporcionada.',",
es,errors.person.first_name,First name must be provided. ,First name must be provided. ,First name must be provided. ,Nombre debe ser proporcionada.,Nombre debe ser proporcionada.,Nombre debe ser proporcionada.,Nombre debe ser proporcionada.,"'errors.person.first_name':'Nombre debe ser proporcionada.',",
es,errors.person.first_name.length,Max length of 30,Max length of 30,Max length of 30,Longitud máxima de 30,Longitud máxima de 30,Longitud máxima de 30,Longitud máxima de 30,"'errors.person.first_name.length':'Longitud máxima de 30',",
es,errors.person.last_name,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Apellido debe ser proporcionada. Longitud máxima 30,Apellido debe ser proporcionada. Longitud máxima 30,Apellido debe ser proporcionada. Longitud máxima 30,Apellido debe ser proporcionada. Longitud máxima 30,"'errors.person.last_name':'Apellido debe ser proporcionada. Longitud máxima 30',",
es,errors.person.last_name.length,Max length of 30,Max length of 30,Max length of 30,Longitud máxima de 30,Longitud máxima de 30,Longitud máxima de 30,Longitud máxima de 30,"'errors.person.last_name.length':'Longitud máxima de 30',",
es,errors.person.middle_initial,Middle Initial can only contain characters,Middle Initial can only contain characters,Middle Initial can only contain characters,Inicial del segundo nombre sólo puede contener caracteres,Inicial del segundo nombre sólo puede contener caracteres,Inicial del segundo nombre sólo puede contener caracteres,Inicial del segundo nombre sólo puede contener caracteres,"'errors.person.middle_initial':'Inicial del segundo nombre sólo puede contener caracteres',",
es,errors.person.password,"Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number","La contraseña debe incluir al menos una letra mayúscula, una letra minúscula, y un número","La contraseña debe incluir al menos una letra mayúscula, una letra minúscula, y un número","La contraseña debe incluir al menos una letra mayúscula, una letra minúscula, y un número","La contraseña debe incluir al menos una letra mayúscula, una letra minúscula, y un número","'errors.person.password':'La contraseña debe incluir al menos una letra mayúscula, una letra minúscula, y un número',",
es,errors.person.password.length,Password cannot be more than 15 characters,Password cannot be more than 15 characters,Password cannot be more than 15 characters,La contraseña no puede contener más de 15 caracteres,La contraseña no puede contener más de 15 caracteres,La contraseña no puede contener más de 15 caracteres,La contraseña no puede contener más de 15 caracteres,"'errors.person.password.length':'La contraseña no puede contener más de 15 caracteres',",
es,errors.person.username,Username must be provided,Username must be provided,Username must be provided,Nombre de usuario debe proporcionarse,Nombre de usuario debe proporcionarse,Nombre de usuario debe proporcionarse,Nombre de usuario debe proporcionarse,"'errors.person.username':'Nombre de usuario debe proporcionarse',",
es,errors.profile.description,Description must be provided,Description must be provided,Description must be provided,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,La descripción tiene que ser proporcionada,"'errors.profile.description':'La descripción tiene que ser proporcionada',",
es,errors.profile.description.min_max,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Debe estar entre 5 y 500 caracteres,Debe estar entre 5 y 500 caracteres,Debe estar entre 5 y 500 caracteres,Debe estar entre 5 y 500 caracteres,"'errors.profile.description.min_max':'Debe estar entre 5 y 500 caracteres',",
es,errors.role.name,Name must be provided,Name must be provided,Name must be provided,El nombre debe ser proporcionada,El nombre debe ser proporcionada,El nombre debe ser proporcionada,El nombre debe ser proporcionada,"'errors.role.name':'El nombre debe ser proporcionada',",
es,errors.ticket.assignee,Assignee must be provided,Assignee must be provided,Assignee must be provided,Cesionario debe proporcionarse,Cesionario debe proporcionarse,Cesionario debe proporcionarse,Cesionario debe proporcionarse,"'errors.ticket.assignee':'Cesionario debe proporcionarse',",
es,errors.ticket.location,Location must be provided,Location must be provided,Location must be provided,La ubicación debe ser proporcionada,La ubicación debe ser proporcionada,La ubicación debe ser proporcionada,La ubicación debe ser proporcionada,"'errors.ticket.location':'La ubicación debe ser proporcionada',",
es,errors.ticket.priority,Priority must be provided,Priority must be provided,Priority must be provided,La prioridad debe ser proporcionada,La prioridad debe ser proporcionada,La prioridad debe ser proporcionada,La prioridad debe ser proporcionada,"'errors.ticket.priority':'La prioridad debe ser proporcionada',",
es,errors.ticket.request,Request must be provided,Request must be provided,Request must be provided,La petición debe ser proporcionada,La petición debe ser proporcionada,La petición debe ser proporcionada,La petición debe ser proporcionada,"'errors.ticket.request':'La petición debe ser proporcionada',",
es,errors.ticket.request.length,Request must be at least 5 characters,Request must be at least 5 characters,Request must be at least 5 characters,La petición debe ser por lo menos 5 caracteres,La petición debe ser por lo menos 5 caracteres,La petición debe ser por lo menos 5 caracteres,La petición debe ser por lo menos 5 caracteres,"'errors.ticket.request.length':'La petición debe ser por lo menos 5 caracteres',",
es,errors.ticket.requester,Requester must be provided,Requester must be provided,Requester must be provided,Solicitante debe proporcionarse,Solicitante debe proporcionarse,Solicitante debe proporcionarse,Solicitante debe proporcionarse,"'errors.ticket.requester':'Solicitante debe proporcionarse',",
es,errors.ticket.status,Status must be provided,Status must be provided,Status must be provided,El estado debe ser proporcionado,El estado debe ser proporcionado,El estado debe ser proporcionado,El estado debe ser proporcionado,"'errors.ticket.status':'El estado debe ser proporcionado',",
es,general.new,New,New,New,Nuevo,Nuevo,Nuevo,Nuevo,"'general.new':'Nuevo',",
es,grid.export,Export,Export,Export,Exportar,Exportar,Exportar,Exportar,"'grid.export':'Exportar',",
es,grid.filter,Filter,Filter,Filter,Filtrar,Filtrar,Filtrar,Filtrar,"'grid.filter':'Filtrar',",
es,grid.filter.other,Filters,Filters,Filters,filtros,filtros,filtros,filtros,"'grid.filter.other':'filtros',",
es,grid.filterset_name,Name your filter,Name your filter,Name your filter,El nombre de su filtro,El nombre de su filtro,El nombre de su filtro,El nombre de su filtro,"'grid.filterset_name':'El nombre de su filtro',",
es,grid.per_page,{{size}} per page,_size}} per page,_size_var_ per page,_size_var_ por página,_size}} por página,{{size}} por página,{{size}} por página,"'grid.per_page':'{{size}} por página',",
es,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,Reiniciar todas las opciones,Reiniciar todas las opciones,Reiniciar todas las opciones,Reiniciar todas las opciones,"'grid.reset_all_options':'Reiniciar todas las opciones',",
es,grid.save_filter,Save Filter,Save Filter,Save Filter,guardar filtro,guardar filtro,guardar filtro,guardar filtro,"'grid.save_filter':'guardar filtro',",
es,menu.home,Home,Home,Home,Casa,Casa,Casa,Casa,"'menu.home':'Casa',",
es,mobile.label.detail,Details,Details,Details,detalles,detalles,detalles,detalles,"'mobile.label.detail':'detalles',",
es,modules.assets.titleShort,Assets,Assets,Assets,Bienes,Bienes,Bienes,Bienes,"'modules.assets.titleShort':'Bienes',",
es,modules.invoices.titleShort,Invoices,Invoices,Invoices,Facturas,Facturas,Facturas,Facturas,"'modules.invoices.titleShort':'Facturas',",
es,modules.pms.titleShort,PM,PM,PM,PM,PM,PM,PM,"'modules.pms.titleShort':'PM',",
es,modules.projects.titleShort,Projects,Projects,Projects,proyectos,proyectos,proyectos,proyectos,"'modules.projects.titleShort':'proyectos',",
es,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,Ordenes de compra,Ordenes de compra,Ordenes de compra,Ordenes de compra,"'modules.purchaseOrders.titleShort':'Ordenes de compra',",
es,modules.rfqs.titleShort,RFQs,RFQs,RFQs,RFQ,RFQ,RFQ,RFQ,"'modules.rfqs.titleShort':'RFQ',",
es,modules.tasks.titleShort,Tasks,Tasks,Tasks,Tareas,Tareas,Tareas,Tareas,"'modules.tasks.titleShort':'Tareas',",
es,modules.tickets.newTickets,New Tickets,New Tickets,New Tickets,nuevas Entradas,nuevas Entradas,nuevas Entradas,nuevas Entradas,"'modules.tickets.newTickets':'nuevas Entradas',",
es,modules.tickets.openTickets,Open Tickets,Open Tickets,Open Tickets,Las entradas abiertas,Las entradas abiertas,Las entradas abiertas,Las entradas abiertas,"'modules.tickets.openTickets':'Las entradas abiertas',",
es,modules.tickets.titleShort,Tickets,Tickets,Tickets,Entradas,Entradas,Entradas,Entradas,"'modules.tickets.titleShort':'Entradas',",
es,modules.workOrders.overdue,Overdue Work Orders,Overdue Work Orders,Overdue Work Orders,Órdenes de trabajo atrasadas,Órdenes de trabajo atrasadas,Órdenes de trabajo atrasadas,Órdenes de trabajo atrasadas,"'modules.workOrders.overdue':'Órdenes de trabajo atrasadas',",
es,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,Órdenes de trabajo,Órdenes de trabajo,Órdenes de trabajo,Órdenes de trabajo,"'modules.workOrders.titleShort':'Órdenes de trabajo',",
es,power.select.select,Click to select,Click to select,Click to select,Clic para seleccionar,Clic para seleccionar,Clic para seleccionar,Clic para seleccionar,"'power.select.select':'Clic para seleccionar',",
es,selects.loading,Loading,Loading,Loading,Cargando,Cargando,Cargando,Cargando,"'selects.loading':'Cargando',",
es,selects.noMatchesMessage,No Matches,No Matches,No Matches,No hay coincidencias,No hay coincidencias,No hay coincidencias,No hay coincidencias,"'selects.noMatchesMessage':'No hay coincidencias',",
es,selects.searchMessage,Type to search,Type to search,Type to search,Escribe para buscar,Escribe para buscar,Escribe para buscar,Escribe para buscar,"'selects.searchMessage':'Escribe para buscar',",
es,selects.searchPlaceholder,Search,Search,Search,Buscar,Buscar,Buscar,Buscar,"'selects.searchPlaceholder':'Buscar',",
es,ticket.continue,Continue,Continue,Continue,Continuar,Continuar,Continuar,Continuar,"'ticket.continue':'Continuar',",
es,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,_requester_var_ creado este billete _timestamp_var_,_requester}} creado este billete _timestamp}},{{requester}} creado este billete {{timestamp}},,,
es,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,Cesionario,Cesionario,Cesionario,,,
es,ticket.label.category-name,Category,Category,Category,Categoría,Categoría,Categoría,,,
es,ticket.label.cc,CC,CC,CC,CC,CC,CC,,,
es,ticket.label.comment_add,Enter a comment,Enter a comment,Enter a comment,Introduzca un comentario,Introduzca un comentario,Introduzca un comentario,,,
es,ticket.label.created,Created,Created,Created,Creado,Creado,Creado,,,
es,ticket.label.formatted_date,Created,Created,Created,Creado,Creado,Creado,,,
es,ticket.label.location-name,Location,Location,Location,Ubicación,Ubicación,Ubicación,,,
es,ticket.label.number,Ticket Number,Ticket Number,Ticket Number,Numero de ticket,Numero de ticket,Numero de ticket,,,
es,ticket.label.numberSymbol,#,#,#,#,#,#,,,
es,ticket.label.priority-name,Priority,Priority,Priority,Prioridad,Prioridad,Prioridad,,,
es,ticket.label.request,Request,Request,Request,Solicitud,Solicitud,Solicitud,,,
es,ticket.label.requester,Requester,Requester,Requester,solicitante,solicitante,solicitante,,,
es,ticket.label.status-name,Status,Status,Status,Estado,Estado,Estado,,,
es,ticket.one,Ticket,Ticket,Ticket,Boleto,Boleto,Boleto,,,
es,ticket.other,Tickets,Tickets,Tickets,Entradas,Entradas,Entradas,,,
es,ticket.priority.emergency,Emergency,Emergency,Emergency,Emergencia,Emergencia,Emergencia,,,
es,ticket.priority.high,High,High,High,Alto,Alto,Alto,,,
es,ticket.priority.low,Low,Low,Low,Bajo,Bajo,Bajo,,,
es,ticket.priority.medium,Medium,Medium,Medium,Medio,Medio,Medio,,,
es,ticket.search,Search Tickets,Search Tickets,Search Tickets,Buscar entradas,Buscar entradas,Buscar entradas,,,
es,ticket.section.activity,Activity,Activity,Activity,Actividad,Actividad,Actividad,,,
es,ticket.section.details,Details,Details,Details,detalles,detalles,detalles,,,
es,ticket.section.location,Location,Location,Location,Ubicación,Ubicación,Ubicación,,,
es,ticket.section.request,Request,Request,Request,Solicitud,Solicitud,Solicitud,,,
es,ticket.status.cancelled,Cancelled,Cancelled,Cancelled,Cancelado,Cancelado,Cancelado,,,
es,ticket.status.closed,Closed,Closed,Closed,Cerrado,Cerrado,Cerrado,,,
es,ticket.status.complete,Complete,Complete,Complete,Completar,Completar,Completar,,,
es,ticket.status.deferred,Deferred,Deferred,Deferred,Diferido,Diferido,Diferido,,,
es,ticket.status.denied,Denied,Denied,Denied,denegado,denegado,denegado,,,
es,ticket.status.draft,Draft,Draft,Draft,Borrador,Borrador,Borrador,,,
es,ticket.status.in_progress,In Progress,In Progress,In Progress,En progreso,En progreso,En progreso,,,
es,ticket.status.new,New,New,New,Nuevo,Nuevo,Nuevo,,,
es,ticket.status.pending,Pending,Pending,Pending,Pendiente,Pendiente,Pendiente,,,
es,ticket.status.problem_solved,Problem solved,Problem solved,Problem solved,Problema resuelto,Problema resuelto,Problema resuelto,,,
es,ticket.status.unsatisfactory_completion,Unsatisfactory,Unsatisfactory,Unsatisfactory,Insatisfactorio,Insatisfactorio,Insatisfactorio,,,
es,upload.progress,Progress,Progress,Progress,Progreso,Progreso,Progreso,,,
es,validation.invalid,Invalid,Invalid,Invalid,Inválido,Inválido,Inválido,,,
es,validation.valid,Valid,Valid,Valid,Válido,Válido,Válido,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
