LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
zh-cn,"construction.equipment.repair,.sales,.rental","Construction Equipment Repair, Sales, Rental","Construction Equipment Repair, Sales, Rental","Construction Equipment Repair, Sales, Rental",Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,consulting,Consulting,Consulting,Consulting,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,cooling.towers,Cooling Towers,Cooling Towers,Cooling Towers,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crowd.control,Crowd Control,Crowd Control,Crowd Control,维持人群秩序,维持人群秩序,维持人群秩序,维持人群秩序,"'crowd.control':'维持人群秩序',",
zh-cn,crud.cancel.button,Cancel,Cancel,Cancel,取消,取消,取消,取消,"'crud.cancel.button':'取消',",
zh-cn,crud.close_tab,Close Tab,Close Tab,Close Tab,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.create.button,Create,Create,Create,创建,创建,创建,创建,"'crud.create.button':'创建',",
zh-cn,crud.create.error,Error creating {{model}}.,Error creating _model}}.,Error creating _model_var_.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.create.success,{{model}} created successfully.,_model}} created successfully.,_model_var_ created successfully.,_model_var_成功创建。,_model}}成功创建。,{{model}}成功创建。,{{model}}成功创建。,"'crud.create.success':'{{model}}成功创建。',",
zh-cn,crud.default_value,Default: {{value}},Default: _value}},Default: _value_var_,默认值：_value_var_,默认值：_value}},默认值：{{value}},默认值：{{value}},"'crud.default_value':'默认值：{{value}}',",
zh-cn,crud.delete.button,Delete,Delete,Delete,删除,删除,删除,删除,"'crud.delete.button':'删除',",
zh-cn,crud.delete.confirm,Are you sure you want to delete this {{module}}?,Are you sure you want to delete this _module}}?,Are you sure you want to delete this _module_var_?,你确定要删除这个_module_var_？,你确定要删除这个_module}}？,你确定要删除这个{{module}}？,你确定要删除这个{{module}}？,"'crud.delete.confirm':'你确定要删除这个{{module}}？',",
zh-cn,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.delete.title,Delete Record,Delete Record,Delete Record,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.discard_changes,Unsaved Changes,Unsaved Changes,Unsaved Changes,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.discard_changes_confirm,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,All unsaved changes will be lost.  Are you sure you want to continue?,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.duplicate.button,Duplicate,Duplicate,Duplicate,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.inherited_from,Inherited from: {{from}},Inherited from: _from}},Inherited from: _from_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.no,No,No,No,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.print.button,Print,Print,Print,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.restore.button,Restore,Restore,Restore,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.save_only.button,Save,Save,Save,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.save_progress,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,You currently have unsaved changes.  Would you like to save your progress?,您目前有未保存的更改。你想保存进度？,您目前有未保存的更改。你想保存进度？,您目前有未保存的更改。你想保存进度？,您目前有未保存的更改。你想保存进度？,"'crud.save_progress':'您目前有未保存的更改。你想保存进度？',",
zh-cn,crud.save.button,Save and Close,Save and Close,Save and Close,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,编辑_model_var_,编辑_model}},编辑{{model}},编辑{{model}},"'crud.titles.edit':'编辑{{model}}',",
zh-cn,crud.titles.new,New {{model}},New _model}},New _model_var_,新_model_var_,新_model}},新{{model}},新{{model}},"'crud.titles.new':'新{{model}}',",
zh-cn,crud.update.button,Update,Update,Update,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,crud.yes,Yes,Yes,Yes,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,customer.check.out.belts,Customer Check Out Belts,Customer Check Out Belts,Customer Check Out Belts,客户退房腰带,客户退房腰带,客户退房腰带,客户退房腰带,"'customer.check.out.belts':'客户退房腰带',",
zh-cn,customer.paging.systems,Customer Paging Systems,Customer Paging Systems,Customer Paging Systems,客户寻呼系统,客户寻呼系统,客户寻呼系统,客户寻呼系统,"'customer.paging.systems':'客户寻呼系统',",
zh-cn,dashboard.welcome,Welcome,Welcome,Welcome,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,demolition,Demolition,Demolition,Demolition,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,dental.equipment.repair,Dental Equipment Repair,Dental Equipment Repair,Dental Equipment Repair,牙科设备维修,牙科设备维修,牙科设备维修,牙科设备维修,"'dental.equipment.repair':'牙科设备维修',",
zh-cn,disaster.recovery,Disaster Recovery,Disaster Recovery,Disaster Recovery,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,"diving.services,commercial","Diving Services,Commercial","Diving Services,Commercial","Diving Services,Commercial",Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,dock.doors.and.equipment,Dock Doors And Equipment,Dock Doors And Equipment,Dock Doors And Equipment,坞门及设备,坞门及设备,坞门及设备,坞门及设备,"'dock.doors.and.equipment':'坞门及设备',",
zh-cn,doctitle.admin.index,Admin,Admin,Admin,联系,联系,联系,联系,"'doctitle.admin.index':'联系',",
zh-cn,doctitle.automation.index,{{count}} Automations,_count}} Automations,_count_var_ Automations,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.automation.new,New Automation,New Automation,New Automation,自动化新,自动化新,自动化新,自动化新,"'doctitle.automation.new':'自动化新',",
zh-cn,doctitle.automation.single,{{description}},_description}},_description_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.calendar.index,Calendar,Calendar,Calendar,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.category.index,{{count}} Categories,_count}} Categories,_count_var_ Categories,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.category.new,New Category,New Category,New Category,新类别,新类别,新类别,新类别,"'doctitle.category.new':'新类别',",
zh-cn,doctitle.category.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.category.single':'{{name}}',",
zh-cn,doctitle.dashboard.index,Dashboard,Dashboard,Dashboard,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.location_level.index,{{count}} Locations Levels,_count}} Locations Levels,_count_var_ Locations Levels,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.location_level.new,New Location Level,New Location Level,New Location Level,新地点一层,新地点一层,新地点一层,新地点一层,"'doctitle.location_level.new':'新地点一层',",
zh-cn,doctitle.location_level.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.location_level.single':'{{name}}',",
zh-cn,doctitle.location.index,{{count}} Locations,_count}} Locations,_count_var_ Locations,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.location.new,New Location,New Location,New Location,新位置,新位置,新位置,新位置,"'doctitle.location.new':'新位置',",
zh-cn,doctitle.location.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.location.single':'{{name}}',",
zh-cn,doctitle.people.index,{{count}} People,_count}} People,_count_var_ People,_count_var_人,_count}}人,{{count}}人,{{count}}人,"'doctitle.people.index':'{{count}}人',",
zh-cn,doctitle.people.new,New Person,New Person,New Person,新人员,新人员,新人员,新人员,"'doctitle.people.new':'新人员',",
zh-cn,doctitle.people.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.people.single':'{{name}}',",
zh-cn,doctitle.report.index,Reports,Reports,Reports,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.role.index,{{count}} Roles,_count}} Roles,_count_var_ Roles,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.role.new,New Role,New Role,New Role,新角色,新角色,新角色,新角色,"'doctitle.role.new':'新角色',",
zh-cn,doctitle.role.single,{{name}},_name}},_name_var_,_name_var_,_name}},{{name}},{{name}},"'doctitle.role.single':'{{name}}',",
zh-cn,doctitle.tenant.index,{{count}} Tenants,_count}} Tenants,_count_var_ Tenants,_count_var_租户,_count}}租户,{{count}}租户,{{count}}租户,"'doctitle.tenant.index':'{{count}}租户',",
zh-cn,doctitle.tenant.new,New Tenant,New Tenant,New Tenant,新房客,新房客,新房客,新房客,"'doctitle.tenant.new':'新房客',",
zh-cn,doctitle.tenant.single,{{companyName}},_companyName}},_companyName_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.ticket.index,{{count}} Tickets,_count}} Tickets,_count_var_ Tickets,_count_var_门票,_count}}门票,{{count}}门票,{{count}}门票,"'doctitle.ticket.index':'{{count}}门票',",
zh-cn,doctitle.ticket.new,New Ticket,New Ticket,New Ticket,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doctitle.ticket.single,Ticket #{{number}},Ticket #_number}},Ticket #_number_var_,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,document.management,Document Management,Document Management,Document Management,文件管理,文件管理,文件管理,文件管理,"'document.management':'文件管理',",
zh-cn,doors,Doors,Doors,Doors,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,doors.and.grills,Doors And Grills,Doors And Grills,Doors And Grills,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,draft.beer.and.wine,Draft Beer And Wine,Draft Beer And Wine,Draft Beer And Wine,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,drug.and.alcohol.testing,Drug And Alcohol Testing,Drug And Alcohol Testing,Drug And Alcohol Testing,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,dry.ice,Dry Ice,Dry Ice,Dry Ice,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,drywall,Drywall,Drywall,Drywall,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,dt.link.submit,Submit,Submit,Submit,提交,提交,提交,提交,"'dt.link.submit':'提交',",
zh-cn,dt.new,New,New,New,新,新,新,新,"'dt.new':'新',",
zh-cn,dt.placeholder_submit,Leave blank if Submit,Leave blank if Submit,Leave blank if Submit,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,dt.start,Start,Start,Start,开始,开始,开始,开始,"'dt.start':'开始',",
zh-cn,dt.ticket.launch,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,educator,Educator,Educator,Educator,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,electric.shopping.carts,Electric Shopping Carts,Electric Shopping Carts,Electric Shopping Carts,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,electrical,Electrical,Electrical,Electrical,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,electrical.parts,Electrical Parts,Electrical Parts,Electrical Parts,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,emergency.cleaning,Emergency Cleaning,Emergency Cleaning,Emergency Cleaning,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,energy.management,Energy Management,Energy Management,Energy Management,能源管理,能源管理,能源管理,能源管理,"'energy.management':'能源管理',",
zh-cn,engineering,Engineering,Engineering,Engineering,工程,工程,工程,工程,"'engineering':'工程',",
zh-cn,environmental.services,Environmental Services,Environmental Services,Environmental Services,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,equipment.lifting,Equipment Lifting,Equipment Lifting,Equipment Lifting,设备吊装,设备吊装,设备吊装,设备吊装,"'equipment.lifting':'设备吊装',",
zh-cn,equipment.moving,Equipment Moving,Equipment Moving,Equipment Moving,移动设备,移动设备,移动设备,移动设备,"'equipment.moving':'移动设备',",
zh-cn,errors.address.address,Address required,Address required,Address required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.address.city,City required,City required,City required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.address.country,Country required,Country required,Country required,国家要求,国家要求,国家要求,国家要求,"'errors.address.country':'国家要求',",
zh-cn,errors.address.postal_code,Zip code required,Zip code required,Zip code required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.address.state,State required,State required,State required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.automation.assignee,Please select an Assignee,Please select an Assignee,Please select an Assignee,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.automation.description,Please enter a description so that you can find this later,Please enter a description so that you can find this later,Please enter a description so that you can find this later,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.automation.description.min_max,Description must be at least 5 charachters long,Description must be at least 5 charachters long,Description must be at least 5 charachters long,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.automation.pf.criteria.length,Must have at least one criteria,Must have at least one criteria,Must have at least one criteria,必须至少有一个标准,必须至少有一个标准,必须至少有一个标准,必须至少有一个标准,"'errors.automation.pf.criteria.length':'必须至少有一个标准',",
zh-cn,errors.automation.pf.length,Please add at least one filter,Please add at least one filter,Please add at least one filter,请添加至少一个过滤器,请添加至少一个过滤器,请添加至少一个过滤器,请添加至少一个过滤器,"'errors.automation.pf.length':'请添加至少一个过滤器',",
zh-cn,errors.automation.ticketcc,Please select a CC,Please select a CC,Please select a CC,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.category.cost_amount,Root cateogries must specify a default NTE.,Root cateogries must specify a default NTE.,Root cateogries must specify a default NTE.,根cateogries必须指定一个默认NTE。,根cateogries必须指定一个默认NTE。,根cateogries必须指定一个默认NTE。,根cateogries必须指定一个默认NTE。,"'errors.category.cost_amount':'根cateogries必须指定一个默认NTE。',",
zh-cn,errors.category.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,必须提供的名称。,必须提供的名称。,必须提供的名称。,必须提供的名称。,"'errors.category.name':'必须提供的名称。',",
zh-cn,errors.client.category_not_found,Category not found,Category not found,Category not found,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.client.category_param_missing,Category parameter must be included,Category parameter must be included,Category parameter must be included,分类参数必须包含,分类参数必须包含,分类参数必须包含,分类参数必须包含,"'errors.client.category_param_missing':'分类参数必须包含',",
zh-cn,errors.client.default,Client Error,Client Error,Client Error,客户端错误,客户端错误,客户端错误,客户端错误,"'errors.client.default':'客户端错误',",
zh-cn,errors.date.gte_today,Date must be greater than or equal to today,Date must be greater than or equal to today,Date must be greater than or equal to today,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.dtd.description,Description must be provided,Description must be provided,Description must be provided,说明必须提供,说明必须提供,说明必须提供,说明必须提供,"'errors.dtd.description':'说明必须提供',",
zh-cn,errors.dtd.key,Key must be provided,Key must be provided,Key must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.dtd.key.length,Key must less than 12 characters,Key must less than 12 characters,Key must less than 12 characters,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.email.email,Email required,Email required,Email required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.link.text,Text must be provided,Text must be provided,Text must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.location_level.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,必须提供的名称。,必须提供的名称。,必须提供的名称。,必须提供的名称。,"'errors.location_level.name':'必须提供的名称。',",
zh-cn,errors.location.location_level,Location Level must be provided. ,Location Level must be provided. ,Location Level must be provided. ,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.location.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,必须提供的名称。,必须提供的名称。,必须提供的名称。,必须提供的名称。,"'errors.location.name':'必须提供的名称。',",
zh-cn,errors.location.number,Number must be provided. ,Number must be provided. ,Number must be provided. ,必须提供数量。,必须提供数量。,必须提供数量。,必须提供数量。,"'errors.location.number':'必须提供数量。',",
zh-cn,errors.location.status,Status must be provided. ,Status must be provided. ,Status must be provided. ,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.first_name,First name must be provided. ,First name must be provided. ,First name must be provided. ,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.first_name.length,Max length of 30,Max length of 30,Max length of 30,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.last_name,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.last_name.length,Max length of 30,Max length of 30,Max length of 30,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.middle_initial,Middle Initial can only contain characters,Middle Initial can only contain characters,Middle Initial can only contain characters,中间初始只能包含字符,中间初始只能包含字符,中间初始只能包含字符,中间初始只能包含字符,"'errors.person.middle_initial':'中间初始只能包含字符',",
zh-cn,errors.person.password,"Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number",Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.password.length,Password cannot be more than 15 characters,Password cannot be more than 15 characters,Password cannot be more than 15 characters,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.person.username,Username must be provided,Username must be provided,Username must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.phonenumber.number,Phone number required,Phone number required,Phone number required,所需电话号码,所需电话号码,所需电话号码,所需电话号码,"'errors.phonenumber.number':'所需电话号码',",
zh-cn,errors.profile.description,Description must be provided,Description must be provided,Description must be provided,说明必须提供,说明必须提供,说明必须提供,说明必须提供,"'errors.profile.description':'说明必须提供',",
zh-cn,errors.profile.description.min_max,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.role.auth_amount,Auth Amount must be provided,Auth Amount must be provided,Auth Amount must be provided,必须提供验证金额,必须提供验证金额,必须提供验证金额,必须提供验证金额,"'errors.role.auth_amount':'必须提供验证金额',",
zh-cn,errors.role.location_level,Location Level must be provided,Location Level must be provided,Location Level must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.role.name,Name must be provided,Name must be provided,Name must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.sendemail.body,Email Body required,Email Body required,Email Body required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.sendemail.recipient,SMS Recipient required,SMS Recipient required,SMS Recipient required,需要短信收件人,需要短信收件人,需要短信收件人,需要短信收件人,"'errors.sendemail.recipient':'需要短信收件人',",
zh-cn,errors.sendemail.subject,Email Subject required,Email Subject required,Email Subject required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.sendsms.body,SMS Body required,SMS Body required,SMS Body required,要求身体短信,要求身体短信,要求身体短信,要求身体短信,"'errors.sendsms.body':'要求身体短信',",
zh-cn,errors.sendsms.recipient,SMS Recipient required,SMS Recipient required,SMS Recipient required,需要短信收件人,需要短信收件人,需要短信收件人,需要短信收件人,"'errors.sendsms.recipient':'需要短信收件人',",
zh-cn,errors.server.default,Server Error,Server Error,Server Error,服务器错误,服务器错误,服务器错误,服务器错误,"'errors.server.default':'服务器错误',",
zh-cn,errors.tenant.billing_contact,Billing Contact must be provided,Billing Contact must be provided,Billing Contact must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.tenant.billing_contact,Billing Contact required,Billing Contact required,Billing Contact required,需要开票联系,需要开票联系,需要开票联系,需要开票联系,"'errors.tenant.billing_contact':'需要开票联系',",
zh-cn,errors.tenant.company_code,Company Code,Company Code,Company Code,公司代码,公司代码,公司代码,公司代码,"'errors.tenant.company_code':'公司代码',",
zh-cn,errors.tenant.company_name,Company Name must be provided,Company Name must be provided,Company Name must be provided,必须提供公司名称,必须提供公司名称,必须提供公司名称,必须提供公司名称,"'errors.tenant.company_name':'必须提供公司名称',",
zh-cn,errors.tenant.countries,Company Code must be provided,Company Code must be provided,Company Code must be provided,公司代码必须提供,公司代码必须提供,公司代码必须提供,公司代码必须提供,"'errors.tenant.countries':'公司代码必须提供',",
zh-cn,errors.tenant.dashboard_text,Dashboard Text must be provided,Dashboard Text must be provided,Dashboard Text must be provided,必须提供仪表板文本,必须提供仪表板文本,必须提供仪表板文本,必须提供仪表板文本,"'errors.tenant.dashboard_text':'必须提供仪表板文本',",
zh-cn,errors.tenant.default_currency,Currency must be provided,Currency must be provided,Currency must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.tenant.implementation_contact,Implementation Contact must be provided,Implementation Contact must be provided,Implementation Contact must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.tenant.implementation_contact_initial,Implementation contact required,Implementation contact required,Implementation contact required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.assignee,Assignee must be provided,Assignee must be provided,Assignee must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.category.top,Category Required,Category Required,Category Required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.categoryIssue,Issue Category Required,Issue Category Required,Issue Category Required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.categorySub-Issue,Sub Issue Category Required,Sub Issue Category Required,Sub Issue Category Required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.categoryTrade,Trade Category Required,Trade Category Required,Trade Category Required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.location,Location must be provided,Location must be provided,Location must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.priority,Priority must be provided,Priority must be provided,Priority must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.request,Request must be provided,Request must be provided,Request must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.request.length,Request must be at least 5 characters,Request must be at least 5 characters,Request must be at least 5 characters,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.ticket.requester,Requester must be provided,Requester must be provided,Requester must be provided,必须提供请求者,必须提供请求者,必须提供请求者,必须提供请求者,"'errors.ticket.requester':'必须提供请求者',",
zh-cn,errors.ticket.status,Status must be provided,Status must be provided,Status must be provided,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.work_order.scheduled_date,ETA is required,ETA is required,ETA is required,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.work_order.cost_estimate.length,Whoa money bags! I don't think you have the funds for this.,Whoa money bags! I don't think you have the funds for this.,Whoa money bags! I don't think you have the funds for this.,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,errors.work_order.scheduled_date_in_past,ETA should not be in the past,ETA should not be in the past,ETA should not be in the past,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,event.rentals,Event Rentals,Event Rentals,Event Rentals,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,excavation.and.soil.construction,Excavation And Soil Construction,Excavation And Soil Construction,Excavation And Soil Construction,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,exclude,Exclude,Exclude,Exclude,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,exterior.cleaning.and.maintenance,Exterior Cleaning And Maintenance,Exterior Cleaning And Maintenance,Exterior Cleaning And Maintenance,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,exterior.lighting,Exterior Lighting,Exterior Lighting,Exterior Lighting,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,fencing,Fencing,Fencing,Fencing,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,filter.replacement,Filter Replacement,Filter Replacement,Filter Replacement,Loading...,Loading...,Loading...,Loading...,Loading...,
zh-cn,financial.computer.equipment,Financial Computer Equipment,Financial Computer Equipment,Financial Computer Equipment,金融电脑设备,金融电脑设备,金融电脑设备,金融电脑设备,"'financial.computer.equipment':'金融电脑设备',",
zh-cn,fire.protection.and.safety,Fire Protection And Safety,Fire Protection And Safety,Fire Protection And Safety,防火和安全,防火和安全,防火和安全,防火和安全,"'fire.protection.and.safety':'防火和安全',",
zh-cn,fitness.equipment,Fitness Equipment,Fitness Equipment,Fitness Equipment,健身器材,健身器材,健身器材,健身器材,"'fitness.equipment':'健身器材',",
zh-cn,fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,"'fixxpert':'Fixxpert',",
zh-cn,flag,Flag,Flag,Flag,旗,旗,旗,旗,"'flag':'旗',",
zh-cn,floor.cleaning,Floor Cleaning,Floor Cleaning,Floor Cleaning,地板清洁,地板清洁,地板清洁,地板清洁,"'floor.cleaning':'地板清洁',",
zh-cn,flooring,Flooring,Flooring,Flooring,地板,地板,地板,地板,"'flooring':'地板',",
zh-cn,fragrancing,Fragrancing,Fragrancing,Fragrancing,芳香剂,芳香剂,芳香剂,芳香剂,"'fragrancing':'芳香剂',",
zh-cn,freight,Freight,Freight,Freight,货物,货物,货物,货物,"'freight':'货物',",
zh-cn,fuel.systems,Fuel Systems,Fuel Systems,Fuel Systems,燃油系统,燃油系统,燃油系统,燃油系统,"'fuel.systems':'燃油系统',",
zh-cn,furniture.and.fixtures,Furniture And Fixtures,Furniture And Fixtures,Furniture And Fixtures,家具及固定装置,家具及固定装置,家具及固定装置,家具及固定装置,"'furniture.and.fixtures':'家具及固定装置',",
zh-cn,gaming.and.amusement,Gaming And Amusement,Gaming And Amusement,Gaming And Amusement,游戏和娱乐,游戏和娱乐,游戏和娱乐,游戏和娱乐,"'gaming.and.amusement':'游戏和娱乐',",
zh-cn,garbage.chute.cleaning,Garbage Chute Cleaning,Garbage Chute Cleaning,Garbage Chute Cleaning,垃圾道清洗,垃圾道清洗,垃圾道清洗,垃圾道清洗,"'garbage.chute.cleaning':'垃圾道清洗',",
zh-cn,gates.and.grills,Gates And Grills,Gates And Grills,Gates And Grills,盖茨和烤架,盖茨和烤架,盖茨和烤架,盖茨和烤架,"'gates.and.grills':'盖茨和烤架',",
zh-cn,general.and,and,and,and,和,和,和,和,"'general.and':'和',",
zh-cn,general.drop.image,Drop Image Here,Drop Image Here,Drop Image Here,掉落的形象在这里,掉落的形象在这里,掉落的形象在这里,掉落的形象在这里,"'general.drop.image':'掉落的形象在这里',",
zh-cn,general.new,New,New,New,新,新,新,新,"'general.new':'新',",
zh-cn,general.optional,optional,optional,optional,可选的,可选的,可选的,可选的,"'general.optional':'可选的',",
zh-cn,general.repairs,General Repairs,General Repairs,General Repairs,一般维修,一般维修,一般维修,一般维修,"'general.repairs':'一般维修',",
